taxon_name,taxon_authors,accepted_plant_name_id,keep,family,genus,species,Standardized_names,TPL_names,TPL_Author,TPL_names.withAuthor,invasion_status,c_score,s_score,r_score,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,wcup_eco_use_num_2out,wcup_eco_use_status,Checked_year,Provience_pinyin,Geo.region,Geo.region4,provinces,n.provinces,BG_codes
Glebionis coronaria,(L.) Cass. ex Spach,3112311,Matched to an accepted name,Asteraceae,Glebionis,coronaria,Glebionis coronaria,Glebionis coronaria,(L.) Cass. ex Spach,Glebionis coronaria (L.) Cass. ex Spach,2,38.40400806,0,61.59599194,0,1,0,1,1,0,1,1,0,0,5,4,1,2013,Guangxi,South,West,Shenxi; Guangxi; Shanghai; Liaoning; Gansu; Qinghai; Chongqing,7,GXMG GXMG0107619; GXMG GXMG0107620
Glebionis coronaria,(L.) Cass. ex Spach,3112311,Matched to an accepted name,Asteraceae,Glebionis,coronaria,Glebionis coronaria,Glebionis coronaria,(L.) Cass. ex Spach,Glebionis coronaria (L.) Cass. ex Spach,2,38.40400806,0,61.59599194,0,1,0,1,1,0,1,1,0,0,5,4,1,2014,Gansu,Northwest,West,Shenxi; Guangxi; Shanghai; Liaoning; Gansu; Qinghai; Chongqing,7,CSH CSH0136750; CSH CSH0136770
Glebionis coronaria,(L.) Cass. ex Spach,3112311,Matched to an accepted name,Asteraceae,Glebionis,coronaria,Glebionis coronaria,Glebionis coronaria,(L.) Cass. ex Spach,Glebionis coronaria (L.) Cass. ex Spach,2,38.40400806,0,61.59599194,0,1,0,1,1,0,1,1,0,0,5,4,1,2014,Liaoning,Northeast,Northeast,Shenxi; Guangxi; Shanghai; Liaoning; Gansu; Qinghai; Chongqing,7,CSH CSH0130335; CSH CSH0132853
Glebionis coronaria,(L.) Cass. ex Spach,3112311,Matched to an accepted name,Asteraceae,Glebionis,coronaria,Glebionis coronaria,Glebionis coronaria,(L.) Cass. ex Spach,Glebionis coronaria (L.) Cass. ex Spach,2,38.40400806,0,61.59599194,0,1,0,1,1,0,1,1,0,0,5,4,1,2014,Shanghai,East,East,Shenxi; Guangxi; Shanghai; Liaoning; Gansu; Qinghai; Chongqing,7,CSH CSH0127793
Glebionis coronaria,(L.) Cass. ex Spach,3112311,Matched to an accepted name,Asteraceae,Glebionis,coronaria,Glebionis coronaria,Glebionis coronaria,(L.) Cass. ex Spach,Glebionis coronaria (L.) Cass. ex Spach,2,38.40400806,0,61.59599194,0,1,0,1,1,0,1,1,0,0,5,4,1,2015,Chongqing,Southwest,West,Shenxi; Guangxi; Shanghai; Liaoning; Gansu; Qinghai; Chongqing,7,CSH CSH0133891
Glebionis coronaria,(L.) Cass. ex Spach,3112311,Matched to an accepted name,Asteraceae,Glebionis,coronaria,Glebionis coronaria,Glebionis coronaria,(L.) Cass. ex Spach,Glebionis coronaria (L.) Cass. ex Spach,2,38.40400806,0,61.59599194,0,1,0,1,1,0,1,1,0,0,5,4,1,2015,Qinghai,Northwest,West,Shenxi; Guangxi; Shanghai; Liaoning; Gansu; Qinghai; Chongqing,7,CSH CSH0134924; CSH CSH0134874; CSH CSH0134809
Glebionis segetum,(L.) Fourr.,3112325,Matched to an accepted name,Asteraceae,Glebionis,segetum,Glebionis segetum,Glebionis segetum,(L.) Fourr.,Glebionis segetum (L.) Fourr.,2,27.84506459,0,72.15493541,0,1,0,0,1,0,0,1,0,0,3,3,1,2013,Guangxi,South,West,Guangxi; Jiangsu; Chongqing,3,GXMG GXMG0113400
Glebionis segetum,(L.) Fourr.,3112325,Matched to an accepted name,Asteraceae,Glebionis,segetum,Glebionis segetum,Glebionis segetum,(L.) Fourr.,Glebionis segetum (L.) Fourr.,2,27.84506459,0,72.15493541,0,1,0,0,1,0,0,1,0,0,3,3,1,2015,Chongqing,Southwest,West,Guangxi; Jiangsu; Chongqing,3,CSH CSH0134065
Glebionis segetum,(L.) Fourr.,3112325,Matched to an accepted name,Asteraceae,Glebionis,segetum,Glebionis segetum,Glebionis segetum,(L.) Fourr.,Glebionis segetum (L.) Fourr.,2,27.84506459,0,72.15493541,0,1,0,0,1,0,0,1,0,0,3,3,1,2015,Jiangsu,East,East,Guangxi; Jiangsu; Chongqing,3,CSH CSH0130034
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1922,Heilongjiang,Northeast,Northeast,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IFP 12609001a0079
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1922,Shenxi,Northwest,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,NKU NK 010037
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1925,Sichuan,Southwest,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,NKU NK 010036
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1926,Liaoning,Northeast,Northeast,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IFP 12609001a0036
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1928,Jiangsu,East,East,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,HIB 0093418
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1930,Guizhou,Southwest,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,NAS NAS00222030; NAS NAS00222031
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1937,Guangdong,South,East,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IBSC 0587582
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1939,Jiangxi,East,Central,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,LBG 00039877
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1941,Hunan,Central,Central,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IBSC 0587586
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1949,Shanghai,East,East,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IBSC 0587602
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1951,Anhui,East,Central,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,NAS NAS00222028; IBSC 0587607
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1951,Hebei,North,East,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,KUN 215947
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1952,Jilin,Northeast,Northeast,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IFP 12609001a0068
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1956,Gansu,Northwest,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,WUK 0084505
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1956,Guangxi,South,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IBK IBK00319179
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1956,Xinjiang,Northwest,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,PE 00784452
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1957,Hubei,Central,Central,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IBSC 0587589; LBG 00090906; LBG 00121606
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1957,Zhejiang,East,East,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,IBSC 0587608
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1958,Fujian,East,East,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,FJIDC FJIDC012757; FJIDC FJIDC012756; FJIDC FJIDC012755; FJIDC FJIDC012753
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1959,Shandong,East,East,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,PE 01688051
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1959,Shanxi,North,Central,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,HNWP 138411; HNWP 138412
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1970,Yunnan,Southwest,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,PEY PEY0047151
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1978,Chongqing,Southwest,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,SM SM717302604; SM SM717302605
Glechoma hederacea,L.,90109,Matched to an accepted name,Lamiaceae,Glechoma,hederacea,Glechoma hederacea,Glechoma hederacea,L.,Glechoma hederacea L.,1,26.78511318,1.812745471,71.40214135,0,0,0,0,0,0,0,1,1,0,2,1,1,1983,Inner Mongolia,North,West,Heilongjiang; Shenxi; Sichuan; Liaoning; Jiangsu; Guizhou; Guangdong; Jiangxi; Hunan; Shanghai; Anhui; Hebei; Jilin; Gansu; Guangxi; Xinjiang; Zhejiang; Hubei; Fujian; Shanxi; Shandong; Yunnan; Chongqing; Inner Mongolia; Taiwan,25,HIMC 0032901
Gleditsia triacanthos,L.,2826513,Matched to an accepted name,Fabaceae,Gleditsia,triacanthos,Gleditsia triacanthos,Gleditsia triacanthos,L.,Gleditsia triacanthos L.,1,59.42886409,26.75647747,13.81465844,1,1,1,0,1,1,1,1,0,0,7,7,1,1979,Jiangxi,East,Central,Jiangxi; Inner Mongolia,2,PE 01358581
Gleditsia triacanthos,L.,2826513,Matched to an accepted name,Fabaceae,Gleditsia,triacanthos,Gleditsia triacanthos,Gleditsia triacanthos,L.,Gleditsia triacanthos L.,1,59.42886409,26.75647747,13.81465844,1,1,1,0,1,1,1,1,0,0,7,7,1,2003,Inner Mongolia,North,West,Jiangxi; Inner Mongolia,2,JJF 00006752; JJF JJF00018958; SZG SZG00010442; SZG SZG00010443; JJF 00006753; JJF 00015851; JJF 00015842
Glycyrrhiza echinata,L.,2827714,Matched to an accepted name,Fabaceae,Glycyrrhiza,echinata,Glycyrrhiza echinata,Glycyrrhiza echinata,L.,Glycyrrhiza echinata L.,1,32.79909929,67.20090071,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1929,Hebei,North,East,Hebei; Liaoning; Yunnan,3,NAS NAS00385175
Glycyrrhiza echinata,L.,2827714,Matched to an accepted name,Fabaceae,Glycyrrhiza,echinata,Glycyrrhiza echinata,Glycyrrhiza echinata,L.,Glycyrrhiza echinata L.,1,32.79909929,67.20090071,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1930,Liaoning,Northeast,Northeast,Hebei; Liaoning; Yunnan,3,WUK WUK0007352
Glycyrrhiza echinata,L.,2827714,Matched to an accepted name,Fabaceae,Glycyrrhiza,echinata,Glycyrrhiza echinata,Glycyrrhiza echinata,L.,Glycyrrhiza echinata L.,1,32.79909929,67.20090071,0,0,0,0,0,0,0,0,1,0,1,2,2,1,1962,Yunnan,Southwest,West,Hebei; Liaoning; Yunnan,3,IBK IBK00331630
Grindelia squarrosa,(Pursh) Dunal,2927094,Matched to an accepted name,Asteraceae,Grindelia,squarrosa,Grindelia squarrosa,Grindelia squarrosa,(Pursh) Dunal,Grindelia squarrosa (Pursh) Dunal,2,12.57094135,83.9875609,3.441497746,0,0,0,0,0,0,0,1,1,0,2,1,1,1936,Jiangsu,East,East,Jiangsu; Liaoning,2,NAS NAS00491450
Grindelia squarrosa,(Pursh) Dunal,2927094,Matched to an accepted name,Asteraceae,Grindelia,squarrosa,Grindelia squarrosa,Grindelia squarrosa,(Pursh) Dunal,Grindelia squarrosa (Pursh) Dunal,2,12.57094135,83.9875609,3.441497746,0,0,0,0,0,0,0,1,1,0,2,1,1,2008,Liaoning,Northeast,Northeast,Jiangsu; Liaoning,2,pe 01882511; pe 01882512
Guizotia abyssinica,(L.f.) Cass.,3125625,Matched to an accepted name,Asteraceae,Guizotia,abyssinica,Guizotia abyssinica,Guizotia abyssinica,(L.f.) Cass.,Guizotia abyssinica (L.f.) Cass.,1,54.32160723,0,45.67839277,1,1,1,1,1,0,1,1,0,0,7,6,1,1975,Guangxi,South,West,Yunnan; Guangxi; Beijing,3,IBK IBK00332271
Guizotia abyssinica,(L.f.) Cass.,3125625,Matched to an accepted name,Asteraceae,Guizotia,abyssinica,Guizotia abyssinica,Guizotia abyssinica,(L.f.) Cass.,Guizotia abyssinica (L.f.) Cass.,1,54.32160723,0,45.67839277,1,1,1,1,1,0,1,1,0,0,7,6,1,1975,Yunnan,Southwest,West,Yunnan; Guangxi; Beijing,3,KUN 1267562
Guizotia abyssinica,(L.f.) Cass.,3125625,Matched to an accepted name,Asteraceae,Guizotia,abyssinica,Guizotia abyssinica,Guizotia abyssinica,(L.f.) Cass.,Guizotia abyssinica (L.f.) Cass.,1,54.32160723,0,45.67839277,1,1,1,1,1,0,1,1,0,0,7,6,1,2007,Beijing,North,East,Yunnan; Guangxi; Beijing,3,BJFC BJFC00096431; BJFC BJFC00055763; BJFC BJFC00055765; BJFC BJFC00055764; BJFC BJFC00047870; BJFC BJFC00049108; BJFC BJFC00049107; BJFC BJFC00048132; BJFC BJFC00049106; BJFC BJFC00048129; BJFC BJFC00048123
Gypsophila scorzonerifolia,Ser.,2836876,Matched to an accepted name,Caryophyllaceae,Gypsophila,scorzonerifolia,Gypsophila scorzonerifolia,Gypsophila scorzonerifolia,Ser.,Gypsophila scorzonerifolia Ser.,1,18.16767173,81.7454387,0.091889565,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,Jiangsu,East,East,Jiangsu,1,NAS NAS00309061; NAS NAS00309059; NAS NAS00309060; NAS NAS00309062
Hackelia deflexa,(Wahlenb.) Opiz,2837395,Matched to an accepted name,Boraginaceae,Hackelia,deflexa,Hackelia deflexa,Hackelia deflexa,Opiz,Hackelia deflexa Opiz,1,50.63045348,0,49.36954652,0,0,0,0,0,0,0,0,0,0,0,0,0,1936,Heilongjiang,Northeast,Northeast,Heilongjiang; Inner Mongolia; Xinjiang; Jilin; Ningxia,5,IFP 12308001x0007; IFP 12308001x0006
Hackelia deflexa,(Wahlenb.) Opiz,2837395,Matched to an accepted name,Boraginaceae,Hackelia,deflexa,Hackelia deflexa,Hackelia deflexa,Opiz,Hackelia deflexa Opiz,1,50.63045348,0,49.36954652,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,Inner Mongolia,North,West,Heilongjiang; Inner Mongolia; Xinjiang; Jilin; Ningxia,5,IFP 12308001x0012
Hackelia deflexa,(Wahlenb.) Opiz,2837395,Matched to an accepted name,Boraginaceae,Hackelia,deflexa,Hackelia deflexa,Hackelia deflexa,Opiz,Hackelia deflexa Opiz,1,50.63045348,0,49.36954652,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,Xinjiang,Northwest,West,Heilongjiang; Inner Mongolia; Xinjiang; Jilin; Ningxia,5,IBSC 0536550
Hackelia deflexa,(Wahlenb.) Opiz,2837395,Matched to an accepted name,Boraginaceae,Hackelia,deflexa,Hackelia deflexa,Hackelia deflexa,Opiz,Hackelia deflexa Opiz,1,50.63045348,0,49.36954652,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,Jilin,Northeast,Northeast,Heilongjiang; Inner Mongolia; Xinjiang; Jilin; Ningxia,5,IFP 12308001x0005
Hackelia deflexa,(Wahlenb.) Opiz,2837395,Matched to an accepted name,Boraginaceae,Hackelia,deflexa,Hackelia deflexa,Hackelia deflexa,Opiz,Hackelia deflexa Opiz,1,50.63045348,0,49.36954652,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,Ningxia,Northwest,West,Heilongjiang; Inner Mongolia; Xinjiang; Jilin; Ningxia,5,HIMC 0027415
Handroanthus impetiginosus,(Mart. ex DC.) Mattos,317146,Matched to an accepted name,Bignoniaceae,Handroanthus,impetiginosus,Handroanthus impetiginosus,Handroanthus impetiginosus,(Mart. ex DC.) Mattos,Handroanthus impetiginosus (Mart. ex DC.) Mattos,1,39.21098768,45.38932395,15.39968838,0,1,0,0,0,0,1,1,0,0,3,3,1,2011,Yunnan,Southwest,West,Yunnan,1,HITBC 0023221
Hedera helix,L.,96659,Matched to an accepted name,Araliaceae,Hedera,helix,Hedera helix,Hedera helix,L.,Hedera helix L.,1,38.87941095,48.12651591,12.99407314,0,1,0,0,0,0,1,1,1,0,4,3,1,1910,Anhui,East,Central,Anhui; Jiangxi; Zhejiang; Fujian; Shenxi; Guizhou; Yunnan; Shandong; Chongqing; Jiangsu; Taiwan; Hubei; Shanghai; Gansu; Guangxi; Hunan; Sichuan,17,NAS NAS00032624
Hedera helix,L.,96659,Matched to an accepted name,Araliaceae,Hedera,helix,Hedera helix,Hedera helix,L.,Hedera helix L.,1,38.87941095,48.12651591,12.99407314,0,1,0,0,0,0,1,1,1,0,4,3,1,1920,Jiangxi,East,Central,Anhui; Jiangxi; Zhejiang; Fujian; Shenxi; Guizhou; Yunnan; Shandong; Chongqing; Jiangsu; Taiwan; Hubei; Shanghai; Gansu; Guangxi; Hunan; Sichuan,17,NAS NAS00032629
Hedera helix,L.,96659,Matched to an accepted name,Araliaceae,Hedera,helix,Hedera helix,Hedera helix,L.,Hedera helix L.,1,38.87941095,48.12651591,12.99407314,0,1,0,0,0,0,1,1,1,0,4,3,1,1920,Zhejiang,East,East,Anhui; Jiangxi; Zhejiang; Fujian; Shenxi; Guizhou; Yunnan; Shandong; Chongqing; Jiangsu; Taiwan; Hubei; Shanghai; Gansu; Guangxi; Hunan; Sichuan,17,NAS NAS00031966
